"contract_id","method_id","query_sample_id","query_tissue","held_out_study","mean_reciprocal_rank","one_nn_balanced_accuracy","seeds"
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA703206_SRS3296614","colon","SRA703206",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA713577_SRS3363004","pbmc","SRA713577",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA716608_SRS3391629","liver","SRA716608",0.0183545827373777,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA716608_SRS3391630","liver","SRA716608",0.0177503371310514,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA716608_SRS3391631","liver","SRA716608",0.0162499370861909,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA716608_SRS3391632","liver","SRA716608",0.0703151260504202,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA716608_SRS3391633","liver","SRA716608",0.0166356242962226,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA728025_SRS3454421","colon","SRA728025",0.0551825802784882,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA728025_SRS3454422","colon","SRA728025",0.0784313725490196,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA728025_SRS3454423","colon","SRA728025",0.0721703296703297,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA728025_SRS3454424","colon","SRA728025",0.533333333333333,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA728025_SRS3454425","colon","SRA728025",0.109848484848485,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA728025_SRS3454426","colon","SRA728025",0.217460317460317,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA728025_SRS3454427","colon","SRA728025",0.0922222222222222,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA728025_SRS3454428","colon","SRA728025",0.0953846153846154,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA728025_SRS3454430","colon","SRA728025",0.0904040404040404,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA740174_SRS3548780","bone marrow","SRA740174",0.126748251748252,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA740174_SRS3548781","bone marrow","SRA740174",0.105336134453782,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA740174_SRS3548782","bone marrow","SRA740174",0.11258658008658,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA740174_SRS3548783","bone marrow","SRA740174",0.0746929824561404,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA749327_SRS3693910","pbmc","SRA749327",0.366666666666667,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA749327_SRS3693911","pbmc","SRA749327",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA749327_SRS3693912","pbmc","SRA749327",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA749327_SRS3693913","pbmc","SRA749327",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA760933_SRS3693061","liver","SRA760933",0.0453748006379585,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805245","bone marrow","SRA779509",0.65,0.4,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805246","bone marrow","SRA779509",0.056479969978422,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805247","bone marrow","SRA779509",0.0406666666666667,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805248","bone marrow","SRA779509",0.0408088578088578,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805249","bone marrow","SRA779509",0.0440766045548654,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805250","bone marrow","SRA779509",0.0446132723112128,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805251","bone marrow","SRA779509",0.0803521478521479,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805252","bone marrow","SRA779509",0.0685682738314317,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805253","bone marrow","SRA779509",0.315238095238095,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805254","bone marrow","SRA779509",0.200793650793651,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805255","bone marrow","SRA779509",0.191081871345029,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805256","bone marrow","SRA779509",0.5,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805257","bone marrow","SRA779509",0.229848484848485,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805258","bone marrow","SRA779509",0.296899766899767,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805259","bone marrow","SRA779509",0.0750339366515837,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805260","bone marrow","SRA779509",0.051991341991342,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805261","bone marrow","SRA779509",0.0889957264957265,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805262","bone marrow","SRA779509",0.0683351735983315,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805263","bone marrow","SRA779509",0.0909401709401709,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805264","bone marrow","SRA779509",0.0654176201372998,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805265","bone marrow","SRA779509",0.054715264096069,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805266","bone marrow","SRA779509",0.273333333333333,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805267","bone marrow","SRA779509",0.0442194616977226,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805268","bone marrow","SRA779509",0.55,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA779509_SRS3805269","bone marrow","SRA779509",0.0878399378399378,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA784242_SRS3822680","testis","SRA784242",0.44,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA784242_SRS3822682","testis","SRA784242",0.230793650793651,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA784242_SRS3822683","testis","SRA784242",0.388888888888889,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA784242_SRS3822686","testis","SRA784242",0.383181818181818,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA826293_SRS4181123","testis","SRA826293",0.0856227106227106,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA826293_SRS4181124","testis","SRA826293",0.186666666666667,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA826293_SRS4181125","testis","SRA826293",0.0640937657114128,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA826293_SRS4181126","testis","SRA826293",0.143090243090243,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA826293_SRS4181127","testis","SRA826293",0.9,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA826293_SRS4181128","testis","SRA826293",0.6,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA826293_SRS4181129","testis","SRA826293",0.7,0.4,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_025","SRA826293_SRS4181130","testis","SRA826293",0.9,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA550660_SRS2089635","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA550660_SRS2089636","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA550660_SRS2089637","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA550660_SRS2089638","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA550660_SRS2089639","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA621638_SRS2610283","bone marrow","SRA621638",0.323333333333333,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA621638_SRS2610285","bone marrow","SRA621638",0.766666666666667,0.6,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA628554_SRS2664364","pbmc","SRA628554",0.5,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA628554_SRS2664365","pbmc","SRA628554",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA645804_SRS2823404","testis","SRA645804",0.9,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA645804_SRS2823405","testis","SRA645804",0.8,0.6,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA645804_SRS2823406","testis","SRA645804",0.8,0.6,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA645804_SRS2823407","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA645804_SRS2823408","testis","SRA645804",0.766666666666667,0.6,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA645804_SRS2823409","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA645804_SRS2823410","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA645804_SRS2823411","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA645804_SRS2823412","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA645804_SRS3572594","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA667709_SRS3065426","testis","SRA667709",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA667709_SRS3065427","testis","SRA667709",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA667709_SRS3065428","testis","SRA667709",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA667709_SRS3065429","testis","SRA667709",0.9,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA667709_SRS3065430","testis","SRA667709",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA667709_SRS3065431","testis","SRA667709",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA703206_SRS3296611","colon","SRA703206",0.0187501147018987,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA703206_SRS3296612","colon","SRA703206",0.0202564064087173,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA703206_SRS3296613","colon","SRA703206",0.373333333333333,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA703206_SRS3296614","colon","SRA703206",0.44,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA713577_SRS3363004","pbmc","SRA713577",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA716608_SRS3391629","liver","SRA716608",0.0236819036557713,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA716608_SRS3391630","liver","SRA716608",0.0201171393487142,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA716608_SRS3391631","liver","SRA716608",0.0214732410446696,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA716608_SRS3391632","liver","SRA716608",0.0689189376603564,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA716608_SRS3391633","liver","SRA716608",0.0178638602776534,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA728025_SRS3454421","colon","SRA728025",0.0429031113813723,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA728025_SRS3454422","colon","SRA728025",0.0428088578088578,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA728025_SRS3454423","colon","SRA728025",0.0432186234817814,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA728025_SRS3454424","colon","SRA728025",0.0782417582417582,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA728025_SRS3454425","colon","SRA728025",0.0635299787931367,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA728025_SRS3454426","colon","SRA728025",0.0676913786696395,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA728025_SRS3454427","colon","SRA728025",0.0676691729323308,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA728025_SRS3454428","colon","SRA728025",0.0584746625923096,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA728025_SRS3454430","colon","SRA728025",0.0526825802784882,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA740174_SRS3548780","bone marrow","SRA740174",0.233333333333333,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA740174_SRS3548781","bone marrow","SRA740174",0.150606060606061,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA740174_SRS3548782","bone marrow","SRA740174",0.165396825396825,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA740174_SRS3548783","bone marrow","SRA740174",0.102413600891862,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA749327_SRS3693910","pbmc","SRA749327",0.9,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA749327_SRS3693911","pbmc","SRA749327",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA749327_SRS3693912","pbmc","SRA749327",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA749327_SRS3693913","pbmc","SRA749327",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA760933_SRS3693061","liver","SRA760933",0.0563211639170718,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805245","bone marrow","SRA779509",0.44,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805246","bone marrow","SRA779509",0.112669172932331,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805247","bone marrow","SRA779509",0.0535795370779891,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805248","bone marrow","SRA779509",0.0612972988932068,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805249","bone marrow","SRA779509",0.0504774637127578,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805250","bone marrow","SRA779509",0.116071428571429,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805251","bone marrow","SRA779509",0.0544945697577277,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805252","bone marrow","SRA779509",0.100223285486443,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805253","bone marrow","SRA779509",0.328888888888889,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805254","bone marrow","SRA779509",0.272222222222222,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805255","bone marrow","SRA779509",0.154960317460317,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805256","bone marrow","SRA779509",0.54,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805257","bone marrow","SRA779509",0.215384615384615,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805258","bone marrow","SRA779509",0.113279857397504,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805259","bone marrow","SRA779509",0.0760786435786436,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805260","bone marrow","SRA779509",0.110612895876054,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805261","bone marrow","SRA779509",0.205,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805262","bone marrow","SRA779509",0.0468457468457468,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805263","bone marrow","SRA779509",0.258571428571429,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805264","bone marrow","SRA779509",0.0611612364243943,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805265","bone marrow","SRA779509",0.0696929824561403,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805266","bone marrow","SRA779509",0.283333333333333,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805267","bone marrow","SRA779509",0.0692564745196324,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805268","bone marrow","SRA779509",0.483333333333333,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA779509_SRS3805269","bone marrow","SRA779509",0.136237373737374,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA784242_SRS3822680","testis","SRA784242",0.566666666666667,0.4,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA784242_SRS3822682","testis","SRA784242",0.0882319434951014,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA784242_SRS3822683","testis","SRA784242",0.216666666666667,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA784242_SRS3822686","testis","SRA784242",0.101621989121989,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA826293_SRS4181123","testis","SRA826293",0.0626960784313726,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA826293_SRS4181124","testis","SRA826293",0.104273504273504,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA826293_SRS4181125","testis","SRA826293",0.0521637426900585,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA826293_SRS4181126","testis","SRA826293",0.0733333333333333,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA826293_SRS4181127","testis","SRA826293",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA826293_SRS4181128","testis","SRA826293",0.5,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA826293_SRS4181129","testis","SRA826293",0.566666666666667,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_050","SRA826293_SRS4181130","testis","SRA826293",0.9,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA550660_SRS2089635","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA550660_SRS2089636","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA550660_SRS2089637","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA550660_SRS2089638","pbmc","SRA550660",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA550660_SRS2089639","pbmc","SRA550660",0.9,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA621638_SRS2610283","bone marrow","SRA621638",0.483333333333333,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA621638_SRS2610285","bone marrow","SRA621638",0.666666666666667,0.4,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA628554_SRS2664364","pbmc","SRA628554",0.7,0.4,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA628554_SRS2664365","pbmc","SRA628554",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA645804_SRS2823404","testis","SRA645804",0.533333333333333,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA645804_SRS2823405","testis","SRA645804",0.466666666666667,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA645804_SRS2823406","testis","SRA645804",0.383333333333333,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA645804_SRS2823407","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA645804_SRS2823408","testis","SRA645804",0.9,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA645804_SRS2823409","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA645804_SRS2823410","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA645804_SRS2823411","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA645804_SRS2823412","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA645804_SRS3572594","testis","SRA645804",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA667709_SRS3065426","testis","SRA667709",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA667709_SRS3065427","testis","SRA667709",0.7,0.4,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA667709_SRS3065428","testis","SRA667709",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA667709_SRS3065429","testis","SRA667709",0.8,0.6,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA667709_SRS3065430","testis","SRA667709",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA667709_SRS3065431","testis","SRA667709",0.9,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA703206_SRS3296611","colon","SRA703206",0.020915870621753,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA703206_SRS3296612","colon","SRA703206",0.0178888942186553,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA703206_SRS3296613","colon","SRA703206",0.0290116724520749,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA703206_SRS3296614","colon","SRA703206",0.0273239687055477,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA713577_SRS3363004","pbmc","SRA713577",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA716608_SRS3391629","liver","SRA716608",0.0273655028546333,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA716608_SRS3391630","liver","SRA716608",0.0198878784135709,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA716608_SRS3391631","liver","SRA716608",0.0453015873015873,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA716608_SRS3391632","liver","SRA716608",0.0574568909351518,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA716608_SRS3391633","liver","SRA716608",0.0178058870617854,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA728025_SRS3454421","colon","SRA728025",0.0407679277244495,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA728025_SRS3454422","colon","SRA728025",0.0337495304635264,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA728025_SRS3454423","colon","SRA728025",0.0348743386243386,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA728025_SRS3454424","colon","SRA728025",0.0368590203106332,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA728025_SRS3454425","colon","SRA728025",0.0447965367965368,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA728025_SRS3454426","colon","SRA728025",0.0454743677375256,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA728025_SRS3454427","colon","SRA728025",0.0470085292282089,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA728025_SRS3454428","colon","SRA728025",0.0446955947863389,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA728025_SRS3454430","colon","SRA728025",0.0387469342251951,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA740174_SRS3548780","bone marrow","SRA740174",0.7,0.4,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA740174_SRS3548781","bone marrow","SRA740174",0.218888888888889,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA740174_SRS3548782","bone marrow","SRA740174",0.35,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA740174_SRS3548783","bone marrow","SRA740174",0.216666666666667,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA749327_SRS3693910","pbmc","SRA749327",1,1,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA749327_SRS3693911","pbmc","SRA749327",0.666666666666667,0.4,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA749327_SRS3693912","pbmc","SRA749327",0.706666666666667,0.6,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA749327_SRS3693913","pbmc","SRA749327",0.9,0.8,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA760933_SRS3693061","liver","SRA760933",0.095,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805245","bone marrow","SRA779509",0.183888888888889,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805246","bone marrow","SRA779509",0.355555555555556,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805247","bone marrow","SRA779509",0.3,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805248","bone marrow","SRA779509",0.291515151515152,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805249","bone marrow","SRA779509",0.0693302775655717,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805250","bone marrow","SRA779509",0.3,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805251","bone marrow","SRA779509",0.044047619047619,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805252","bone marrow","SRA779509",0.213566433566434,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805253","bone marrow","SRA779509",0.356666666666667,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805254","bone marrow","SRA779509",0.207460317460317,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805255","bone marrow","SRA779509",0.12508658008658,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805256","bone marrow","SRA779509",0.525,0.2,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805257","bone marrow","SRA779509",0.161904761904762,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805258","bone marrow","SRA779509",0.086038961038961,0,5
"mv06h_sample_method_summary_v1","fusion_gene_weight_075","SRA779509_SRS3805259","bone marrow","SRA779509",0.089344070961718,0,5
