"evaluation_unit_id","execution_order","endpoint_id","population_id","label_axis","stack_id","homology_dimension","method_id","method_role","selected_k","metric_id","seed_mean","seed_median","seed_minimum","seed_maximum","seed_jackknife_se","completed_seeds","expected_seeds","status","representation_label","method_label","metric_label","endpoint_label","inference_performed","ranking_performed","biological_claim"
"mv10p_outcome_v1:1c0f2b9118a9994a394b19e85f1d647b05ffd3fb3e6ec9dec11015e78445231f",120,"full124_descriptive__study","full124_descriptive","study","existing_selectedfit_data_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"normalized_mutual_information_max",0.0177435764391493,0.0180065253392474,0.0170385533880542,0.0180065253392474,0.000188614723567505,5,5,"completed","Historical selected-fit data","Single linkage (diagnostic)","Normalized mutual information","Full 124: study",FALSE,FALSE,FALSE
"mv10p_outcome_v1:18f1b685ee868551df6db8128aae9d0cb185f75a33ce7ca48b0462de944557c0",121,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",-0.0556946866314231,-0.0554134267837784,-0.0578946058973475,-0.0534469960010538,0.000721887364061074,5,5,"completed","All-QC SCT data","PAM (primary)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:cf4f1ccf7e15be971b11997e3da3c9897312524ff147aa4695183b21c60c5f54",122,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.0241775502137527,0.0243822360717391,0.022800244146702,0.0254753071787115,0.000434380058242795,5,5,"completed","All-QC SCT data","PAM (primary)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:0a62e761b6bf3c2c93fec559d83f8a180453841904699bfbd8d39af72a88e1e9",123,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",-0.0578946058973475,-0.0578946058973475,-0.0578946058973475,-0.0578946058973475,0,5,5,"completed","All-QC SCT data","Average linkage","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:361d0370f69d3ba6c635b109ef4582ae8d56b20661e293b110f7b597a144731a",124,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.022800244146702,0.022800244146702,0.022800244146702,0.022800244146702,0,5,5,"completed","All-QC SCT data","Average linkage","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:1ae6a9709f0b2a5e351697c65902a37005cde20dfd596afb8d69d4980bd738eb",125,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H0","hclust_complete_v1","sensitivity",2,"adjusted_rand_index",-0.0217782674796129,-0.052375175707161,-0.0578946058973475,0.0449348971749823,0.0215638502543524,5,5,"completed","All-QC SCT data","Complete linkage","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:f10fef8233907f894b5453c109720ca58da419f47f2d01f32116d894d145df9c",126,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H0","hclust_complete_v1","sensitivity",2,"normalized_mutual_information_max",0.0377201369725248,0.0260348782422394,0.022800244146702,0.0643536260936532,0.00869727783939488,5,5,"completed","All-QC SCT data","Complete linkage","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:5540499f3d6dac7494ac0775a36d0009e710e58922ef7835cce574bafb4a8bb6",127,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"adjusted_rand_index",-0.0564445931509196,-0.0563049776911573,-0.0578946058973475,-0.0554134267837784,0.000401517027742315,5,5,"completed","All-QC SCT data","DIANA","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:26e80f10746d18cfb167c6149bb8c9d8a29d1f076fee87395580ea6f355a9d50",128,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"normalized_mutual_information_max",0.0237451326036112,0.0238477275998717,0.022800244146702,0.0243822360717391,0.000257904267594966,5,5,"completed","All-QC SCT data","DIANA","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:1d224d8ea54f8426dae69437cdd385ffd35a713206a1f81c3c981f89cf1f5467",129,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"adjusted_rand_index",-0.0423304719359392,-0.0423304719359392,-0.0423304719359392,-0.0423304719359392,0,5,5,"completed","All-QC SCT data","Single linkage (diagnostic)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:8663a5ee9792cdde462d28a2304cd9939b5917fa717f9036aa4cbb485b24e60b",130,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"normalized_mutual_information_max",0.0105419912646886,0.0105419912646886,0.0105419912646886,0.0105419912646886,0,5,5,"completed","All-QC SCT data","Single linkage (diagnostic)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:60781da600c8112571dedf8aa402e59d8be3de005bbf2048ac3744142bcf61f7",131,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.0151835653196138,0.00665082494036307,0.00179011081118396,0.0417487063600408,0.00741466223164663,5,5,"completed","All-QC SCT data","PAM (primary)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:4065192140c45017bf41ed0c17c4ea495f9a757855d8466059519b7be7312559",132,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.053056606101841,0.0488444052430303,0.0472166678472813,0.065578635992582,0.00347997354856791,5,5,"completed","All-QC SCT data","PAM (primary)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:a2b8cac969fcd6bf76f3806c6ae58872933644d018902332c7461f8389bbc286",133,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H1","hclust_average_v1","sensitivity",3,"adjusted_rand_index",0.0127311423867764,-0.0126864293714765,-0.0146929690284036,0.0802930413615841,0.0183658570979115,5,5,"completed","All-QC SCT data","Average linkage","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:7838790b561ad41227e53590d78fa94ff10de66588b569da4a2ac68204a302a7",134,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H1","hclust_average_v1","sensitivity",3,"normalized_mutual_information_max",0.0319397082242883,0.0226644771890955,0.0204435255916541,0.0593895947990696,0.00732390390320716,5,5,"completed","All-QC SCT data","Average linkage","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:a352bc09fc9d6f575b8890cfc6f726a98a8c9855d2102f5c765e27fba4fd3ce7",135,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H1","hclust_complete_v1","sensitivity",3,"adjusted_rand_index",0.0870197021332776,0.09554778063098,-0.0132946991648203,0.165346189504148,0.0286956526346763,5,5,"completed","All-QC SCT data","Complete linkage","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:9c4c43c15165fcbd4cde5ff06564202097eaf63439e2b034a5e339f5b6f2fb26",136,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H1","hclust_complete_v1","sensitivity",3,"normalized_mutual_information_max",0.0615268435791978,0.0664521416926452,0.023377247551217,0.0766713490702507,0.00986065534933007,5,5,"completed","All-QC SCT data","Complete linkage","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:6501d0f09c9b135507d7d73e22d39619f76a4ecd5921e214e6ea598bf7c2abf4",137,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"adjusted_rand_index",0.0510576368056878,0.0476717353359546,0.0410078136572359,0.0711292989576637,0.00529795511289022,5,5,"completed","All-QC SCT data","DIANA","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:e660486b5fccdbcfd277be550f6c3084b67f985eccd090600dd5af15f690324c",138,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"normalized_mutual_information_max",0.0496351514373248,0.0485083934087366,0.0462901835941708,0.0563161974960794,0.00176337632464457,5,5,"completed","All-QC SCT data","DIANA","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:94ea9d1507b3d12506adc38cece0f79e8a1646ae75da8236efc670bf0bddbc2d",139,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"adjusted_rand_index",0.172018556617015,0.22094373107297,-0.0236821412068048,0.22094373107297,0.048925174455955,5,5,"completed","All-QC SCT data","Single linkage (diagnostic)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:c41f1e60771939b397a82f95d4920abd0856c5b9da79eb6392d62dee34aefaa9",140,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_data_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"normalized_mutual_information_max",0.105881005442799,0.131310371204904,0.00416354239437732,0.131310371204904,0.0254293657621053,5,5,"completed","All-QC SCT data","Single linkage (diagnostic)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:63a9b6f560a25b54304b8f05bc38cc9cfc6b0bb57c91b4ff3591054919b582c6",141,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",-0.0521149838222884,-0.052375175707161,-0.0534469960010538,-0.0500598972010598,0.000655552439735682,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:cba492122a9badd9dddce5df32579f2452abbce70117c99e23332c84d0a0beeb",142,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.0261543908868324,0.0260348782422394,0.0254753071787115,0.0271826437357445,0.00033135188075523,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:47c8945d0fcac2e6f40beca0c3490d0a77e852d7655883f0ad721ee44a274a95",143,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",-0.0584061694856611,-0.0585874361149945,-0.0592079832901285,-0.0571328388357064,0.000400108522402438,5,5,"completed","All-QC Pearson residual (primary)","Average linkage","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:58ca5409fdb0a0377ad8fe7850b6530f6fba814f5be930d280b8ee3928c7a899",144,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.0223926338319292,0.0222862486026443,0.0217780552367203,0.0233205659368589,0.000299494213337781,5,5,"completed","All-QC Pearson residual (primary)","Average linkage","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:5ef99e6d8d86d2b01f0838da18a2fbc3ebfaf0273298d7ee5892992de69cb5ba",145,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H0","hclust_complete_v1","sensitivity",2,"adjusted_rand_index",-0.0173630650697633,-0.0578946058973475,-0.0592079832901285,0.0980824333259864,0.0304034737207282,5,5,"completed","All-QC Pearson residual (primary)","Complete linkage","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:d76564226e6504305d7756f841493f26ef2b9eb0e8f7c9dda07c450600a47d1f",146,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H0","hclust_complete_v1","sensitivity",2,"normalized_mutual_information_max",0.039240404824259,0.022800244146702,0.0217780552367203,0.0856453903306095,0.0123205034247869,5,5,"completed","All-QC Pearson residual (primary)","Complete linkage","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:c9d3f4057115ebdf1054a67944e96c9748023673e0d169754a26d083f8008b50",147,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"adjusted_rand_index",-0.0538285601035847,-0.0534469960010538,-0.0554134267837784,-0.052375175707161,0.000515474902217415,5,5,"completed","All-QC Pearson residual (primary)","DIANA","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:09c84edf962bbdd14a67cfb8258c9d13bbbed50924db844ac74f719905fc9ef7",148,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"normalized_mutual_information_max",0.0252584647138151,0.0254753071787115,0.0243822360717391,0.0260348782422394,0.00028072272473112,5,5,"completed","All-QC Pearson residual (primary)","DIANA","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:56a19b09cdd3f9b58ecc62adb578f4372526262fb062422367cfc4af3eb1bc03",149,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"adjusted_rand_index",-0.0154289783847212,-0.0134115674769479,-0.0234986220158146,-0.0134115674769479,0.00201741090777334,5,5,"completed","All-QC Pearson residual (primary)","Single linkage (diagnostic)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:fd9f5cb1cc99509d66b35ff903ffb3eb5ccbd653de91be94675da7af24052332",150,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"normalized_mutual_information_max",0.00249118322585064,0.0020730934337189,0.0020730934337189,0.00416354239437761,0.000418089792131742,5,5,"completed","All-QC Pearson residual (primary)","Single linkage (diagnostic)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:d09a35685f88df44c843cc6dc6025113d1bd7b7b0a1dc2f3f021513db08e5b72",151,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.0417998850207866,0.0484341762864669,0.0165176359274871,0.0642822477896036,0.0102305227025122,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:68c2f4ec5730e5eb9d85f12f8ef6b6abd0d273906d3d31da97266798f80c0fd1",152,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.0656860488065701,0.0681977515357539,0.0527869143935793,0.0768567638832241,0.00514580047283265,5,5,"completed","All-QC Pearson residual (primary)","PAM (primary)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:f75c21b71e501e53d0887475b17270bcfa89a705023eecf5bd2e5064469b697d",153,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H1","hclust_average_v1","sensitivity",3,"adjusted_rand_index",0.143666526115189,0.127143790993691,0.084290180094546,0.253365003958828,0.0287419365275233,5,5,"completed","All-QC Pearson residual (primary)","Average linkage","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:1be4a50d278636c7f8f6a333ac6a6865d8877ef4bed6d04bb60eea58d268d0c4",154,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H1","hclust_average_v1","sensitivity",3,"normalized_mutual_information_max",0.104028195086249,0.0926237012447509,0.0883160001370021,0.15087081705268,0.0118020257759742,5,5,"completed","All-QC Pearson residual (primary)","Average linkage","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:af76a8acc5bacd7f51a58d60238ec5267d239548275d631dfd23fd303047034f",155,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H1","hclust_complete_v1","sensitivity",3,"adjusted_rand_index",0.0547854061293272,0.0419083422751827,-0.00636503854438852,0.142841385917393,0.0243553227075812,5,5,"completed","All-QC Pearson residual (primary)","Complete linkage","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:cd6b30340dc5df3a24f34297f58bd9fa438874958aad06284158b7d311e17e8e",156,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H1","hclust_complete_v1","sensitivity",3,"normalized_mutual_information_max",0.0695520483117767,0.0646716102517019,0.0356438290005829,0.131431213231081,0.0164416012768845,5,5,"completed","All-QC Pearson residual (primary)","Complete linkage","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:0533d8bd4a1682a77b562e65930958de4857c671013410978c961d2373a36487",157,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"adjusted_rand_index",0.109574624197986,0.125543232520794,0.0720538766486759,0.131050595544432,0.0118074914014596,5,5,"completed","All-QC Pearson residual (primary)","DIANA","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:aa7629451b930ad02b6c464f45de045f3e72be8696bb49e7b8538817b72bb250",158,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H1","diana_dissimilarity_v1","sensitivity",3,"normalized_mutual_information_max",0.107244795761477,0.118595537182909,0.0817495380732984,0.126181065277486,0.00888839199876106,5,5,"completed","All-QC Pearson residual (primary)","DIANA","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:f0146775b95bb8cced639e3ab70c81309e940963aff7474ec7d421e36bb1b9d0",159,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"adjusted_rand_index",-0.0281007242501739,-0.0236821412068048,-0.0378489940868986,-0.0236821412068048,0.00288012850526284,5,5,"completed","All-QC Pearson residual (primary)","Single linkage (diagnostic)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:a3dd837f9ead39fb61a35d6fc7d054505b60d8d67b62541c15677713b6fb9d33",160,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","allqc_residual_exact500","H1","hclust_single_diagnostic_v1","diagnostic",3,"normalized_mutual_information_max",0.00543199080215378,0.00416354239437732,0.00416354239437732,0.00839768683389442,0.000846381941182281,5,5,"completed","All-QC Pearson residual (primary)","Single linkage (diagnostic)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:8037b90e23aa7356f31fc045f999dd412c822d53682539a429ecf4f33265ea3c",161,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"adjusted_rand_index",-0.0557206434005706,-0.0563049776911573,-0.0571328388357064,-0.0534469960010538,0.000630120767007881,5,5,"completed","Historical selected-fit data","PAM (primary)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:eda509ed1fc2c6f43e13941e4ff35321c57fe04b52fea679bb68d0c190ab9bd5",162,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H0","pam_dissimilarity_v1","primary",2,"normalized_mutual_information_max",0.0241747128774106,0.0238477275998717,0.0233205659368589,0.0254753071787115,0.000365924661116799,5,5,"completed","Historical selected-fit data","PAM (primary)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:79d920ae24e432163b78278064c5921a3e5c2e97121f4756309759cef01787c2",163,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H0","hclust_average_v1","sensitivity",2,"adjusted_rand_index",-0.0578946058973475,-0.0578946058973475,-0.0578946058973475,-0.0578946058973475,0,5,5,"completed","Historical selected-fit data","Average linkage","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:87042caef2b09bbc1be8a1c1632611c11b6937c3bc851274fdbc894937a8bf9a",164,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H0","hclust_average_v1","sensitivity",2,"normalized_mutual_information_max",0.022800244146702,0.022800244146702,0.022800244146702,0.022800244146702,0,5,5,"completed","Historical selected-fit data","Average linkage","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:6f59023bb07d6b46544c21131c50561ff2800ff70843683c59e3666239845dea",165,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H0","hclust_complete_v1","sensitivity",2,"adjusted_rand_index",-0.05632766415809,-0.0578946058973475,-0.0578946058973475,-0.0500598972010598,0.00156694173925754,5,5,"completed","Historical selected-fit data","Complete linkage","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:c506cf925910a3cef55aaf1504b144feff27bdd413f16c8e72e17af06baf4447",166,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H0","hclust_complete_v1","sensitivity",2,"normalized_mutual_information_max",0.0236767240645105,0.022800244146702,0.022800244146702,0.0271826437357445,0.000876479917808501,5,5,"completed","Historical selected-fit data","Complete linkage","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:2309de5170effbe63c46278ba410a9cda88585dee284b8a163f4eaac9cb1e02a",167,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"adjusted_rand_index",-0.0564445931509196,-0.0563049776911573,-0.0578946058973475,-0.0554134267837784,0.000401517027742315,5,5,"completed","Historical selected-fit data","DIANA","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:7f967d442c2bcd86ec96f52e6c59ed21ddfaa95b2ff915c10bfe2a4e7df0a245",168,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H0","diana_dissimilarity_v1","sensitivity",2,"normalized_mutual_information_max",0.0237451326036112,0.0238477275998717,0.022800244146702,0.0243822360717391,0.000257904267594966,5,5,"completed","Historical selected-fit data","DIANA","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:9687d08905600a8753f7851bd72fa0745661a2b4c2aa068a655e6d9b00638d6b",169,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"adjusted_rand_index",-0.0385641019519143,-0.0423304719359392,-0.0423304719359392,-0.0234986220158146,0.00376636998402492,5,5,"completed","Historical selected-fit data","Single linkage (diagnostic)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:94ba942ab1c95da0e401a002f4befabef8bb1c8ce608c3acea64554980ea6b8b",170,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H0","hclust_single_diagnostic_v1","diagnostic",2,"normalized_mutual_information_max",0.0092663014906264,0.0105419912646886,0.00416354239437761,0.0105419912646886,0.0012756897740622,5,5,"completed","Historical selected-fit data","Single linkage (diagnostic)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:40f96499deb68c0b56d54b7f7f5cc9ac2f7fb3f70ff191c318dbba56779730bf",171,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"adjusted_rand_index",0.014802347619028,0.00757417982197767,0.000786649927638951,0.0430191024497701,0.00803402880214934,5,5,"completed","Historical selected-fit data","PAM (primary)","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:bca783e6c16fe6d0cbef4e34e2d305f5f9ce33aa42748f7380503386815e45ad",172,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H1","pam_dissimilarity_v1","primary",3,"normalized_mutual_information_max",0.0529701580440456,0.0490626246233086,0.0469846626116228,0.0658831309022512,0.00362257154437603,5,5,"completed","Historical selected-fit data","PAM (primary)","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:1dd38480f47584093929625a51d9bb33767f5622cfa8ee8d3e858796b493354c",173,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H1","hclust_average_v1","sensitivity",3,"adjusted_rand_index",0.0492462567928747,0.0626799205148514,-0.0146929690284036,0.107906008525001,0.020590026207582,5,5,"completed","Historical selected-fit data","Average linkage","Adjusted Rand index","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
"mv10p_outcome_v1:baac343d40749c1d98a724d6a9a4799b6c300b3ef4355c461a1ff1c9de6bb909",174,"full124_descriptive__canonical_approach","full124_descriptive","canonical_approach","existing_selectedfit_data_exact500","H1","hclust_average_v1","sensitivity",3,"normalized_mutual_information_max",0.0508617668577664,0.0534976263605417,0.0204435255916541,0.0774716770988254,0.0104942606667362,5,5,"completed","Historical selected-fit data","Average linkage","Normalized mutual information","Full 124: approach (confounded diagnostic)",FALSE,FALSE,FALSE
